timetable.day,timetable.lesson1.time,timetable.lesson1.room,timetable.lesson1.subject,timetable.lesson1.teacher,timetable.lesson1.location,timetable.lesson1.parity,timetable.lesson1.format,timetable.lesson1.weeks,timetable.lesson2.time,timetable.lesson2.room,timetable.lesson2.subject,timetable.lesson2.teacher,timetable.lesson2.location,timetable.lesson2.parity,timetable.lesson2.format,timetable.lesson2.weeks,timetable.lesson3.time,timetable.lesson3.room,timetable.lesson3.subject,timetable.lesson3.teacher,timetable.lesson3.location,timetable.lesson3.parity,timetable.lesson3.format,timetable.lesson3.weeks,timetable.lesson4.time,timetable.lesson4.room,timetable.lesson4.subject,timetable.lesson4.teacher,timetable.lesson4.location,timetable.lesson4.parity,timetable.lesson4.format,timetable.lesson4.weeks,timetable.lesson5.time,timetable.lesson5.room,timetable.lesson5.subject,timetable.lesson5.teacher,timetable.lesson5.location,timetable.lesson5.parity,timetable.lesson5.format,timetable.lesson5.weeks,timetable.lesson6.time,timetable.lesson6.room,timetable.lesson6.subject,timetable.lesson6.teacher,timetable.lesson6.location,timetable.lesson6.parity,timetable.lesson6.format,timetable.lesson6.weeks
Вторник ,8:20-9:50 ,Акт. зал ,Информатика (лек) ,Балакшин Павел Валерьевич ,"ул.Ломоносова, д.9, лит. М ",false ,Очно-дистанционный ,"3, 5, 7, 9, 11, 13, 15, 17 ",10:00-11:30 ,Акт. зал ,Основы профессиональной деятельности (лек) ,Клименков С.В. ,"ул.Ломоносова, д.9, лит. М ",false ,Очно-дистанционный ,"3, 5, 7, 9, 11, 13, 15, 17 ",11:40-13:10 ,1223 ,Программирование (лек) ,Письмак А.Е. ,"ул.Ломоносова, д.9, лит. М ",false ,Очно-дистанционный ,"3, 5, 7, 9, 11, 13, 15, 17 ",8:20-9:50 ,нет ,Информатика (лек) ,Балакшин Павел Валерьевич ,дома ,false ,Дистанционный ,5 ,10:00-11:30 ,нет ,Основы профессиональной деятельности (лек) ,Клименков С.В. ,дома ,false ,Дистанционный ,5 ,11:40-13:10 ,1223 ,Программирование (лек) ,Письмак А.Е. ,дома ,false ,Дистанционный ,5
